question,option0,option1,option2,option3,correctAnswer,level,audio
කප්රුකේ ගෙඩි පාවිච්චි නොකරන්නේ මේ අතරින් කුමන අවස්ථාවකදී ද?,කොහු ලණු ඇඹරීමේ දී,කිරිබත් සෑදීමේදී,බුලත්විට කෑමේ දී,හොරපොල් කැඩීමේදී,2,2,
ක්‍රිකට් තරගයකදී විනිසුරුවකු තනි අතින් කරන සංඥාවක් නොවන්නේ මේ අතරින් කුමක් ද?,නිපන්දුවක්,හතරේ පන්දුවක්,දැවී යාමක්,වයිඩ් පන්දුවක්,3,3,
"""රණමග ඔස්සේ නන්දිකඩාල්"" ග්‍රන්ථය රචනා කලේ කවු ද?",ජෙනරල් කමල් ගුණරත්න,මේජර් ජෙනරල් ජගත් ඩයස්,ජෙනරල් ශවේන්ද්‍ර සිල්වා,ජෙනරල් මහේෂ් සේනානායක,0,5,
මිනිස් සිරුරේ ඉන්ද්‍රියයන්ට හදවතේ සිට ඔක්සිජනීකෘත රුධිරය බෙදාහරින්නේ කවරක් මගින් ද?,පුප්ඵුෂීය ධමනිය,පුප්ඵුෂීය ශිරාව,සංස්ථානික ධමනිය,අපර මහා ශිරාව,2,6,
මේ අතරින් වැරදි යුගලය කුමක් ද?,මීරාබායි චානු - බර ඉසිලීම,රවිකුමාර් ද හියා - මල්ලව පොර,නීරජ් චොප්රා - කවපෙත්ත විසි කිරීම,පී.වී.සින්දු - බැඩ්මින්ටන්,2,7,
මේ අතරින් අධිවේගී මාර්ගයේ පිවිසුමක් පිහිටා නැති ප්‍රදේශයක් වන්නේ කුමක් ද?,පින්නදූව,දොඩන්දූව,ඉමදූව,කොක්මාදූව,1,8,
මහානාම හිමියන් විසින් ලියූ මහාවංශයේ සඳහන් නොවන්නේ මින් කවර පාලකයෙක් පිළිබඳව ද?,වලගම්බා රජු,අනුලා රැජිණ,පණ්ඩුකාභය රජු,පළමු විජයබාහු රජු,3,9,
ගජමැන් චිත්‍රපටයේ චරිතයක් නොවන්නේ මින් කවු ද?,පද්මාවතී,ස්වීටි,සෙල්ලම් සේන,සුවාරිස්,3,10,
මොනාලිසා චිත්‍රය ඇඳ ඇත්තේ කුමක් මත ද?,කැන්වස් රෙද්දක,ලෑල්ලක් මත,කඩදාසියක් මත,ගල් පුවරුවක් මත,1,11,
"""අපි ඉස්සරහට මිස පස්සට යන්න දන්නේ නෑ - අපට සමාවෙන්න හාමු අපේ රිවස් එකක් නෑ"" මෙසේ කියන්නේ කවු ද?",කරත්තකරු,පාරුකරු,බස් රියදුරු,ත්‍රීරෝද රථ රියදුරු,0,1,
සැබෑ ලෝකයේ හමුනොවන සත්වයා මින් කවුද?,සිම්බා,නීමෝ,ශ්‍රේක්,ස්නෝවි,2,2,
කෙසෙල් කැනක ඇවරි දුසිමක් ඇත. ඇවරියක කෙසෙල් දුසිමක් ඇත. එක් වඳුරෙක් කෙසෙල් ගෙඩි ජෝඩුව බැගින් කන්නේ නම් කෙසෙල් කැන වඳුරන් කීදෙනෙක්ට ප්‍රමාණවත් වේ ද?,36,72,144,288,1,3,
ලිබර්ටි ප්‍රතිමාව මුල්කාලේ දුබුරු පැහැ වූ අතර දැන් එය කොළ පැහැයට හුරු වේ මේ අනුව එය සාදා ඇත්තේ කුමන ලෝහයකින් විය හැකි ද?,පිත්තල,තඹ,යකඩ,වානේ,1,4,
"ඇවිදීම, දිවීමෙන් වෙනස් වන්නේ කෙසේ ද?",සෑම විටම එක් කකුලක් පොළොව ස්පර්ශව තිබීම,සෑම විටම අත්දෙක වැලමිටෙන් නොනැවීම,සෑම විටම පැයට කිලෝමීටර 10 ට අඩුවෙන් ගමන් කිරීම,සෑම විටම දණහිස් අංශක 30 ට වඩා නොනැවීම,0,5,
ගිණිකිකිළි ට ඉස්පිලි කීය ද?,3,4,5,6,2,1,
ලංකාවේ ජාතික සත්ත්වයාට නෑකම් කියන්නේ මින් කවුද?,ටං ටං ගාන්නා,ටිං ටිං ගාන්නා,දෙගම්බඩ රජා,මගවැලි පිසින්නා,1,2,
ඉන්දියන් සාගරයට ආසන්නයෙන්ම ඇත්තේ මින් කවරක්ද?,රුහුණු විශ්ව විද්‍යාලය,මොරටුව විශ්වවිද්‍යාලය,ඌව වෙල්ලස්ස විශ්වවිද්‍යාලය,කැළණිය විශ්වවිද්‍යාලය,0,3,
3485 මෙයට වැඩිම අගයක් ලැබෙන්නේ මෙන් කුමක් කිරීමෙන් ද?,3 ට පෙර 10 ක් එකතු කිරීම,3 ට පසු 90 ක් එකතු කිරීම,5 ට පසු 33 ක් එකතු කිරීම,8 ට පසු 88 ක් එකතු කිරීම,1,4,
"""කන්න හපන්නූ බොන්නත් හරිම හපන්නූ - ඊටත් වැඩියෙන් යුද්දෙට හරිම හපන්නූ"" මේ හපන්නු ආවේ කොහේ සිට ද?",ලන්ඩන්,ලිස්බන්,ගෝව,ඈම්ස්ටර්ඩෑම්,1,5,
මුහුදු අශ්වයා ගැන වැරදි ප්‍රකාශය කුමක්ද?,කුර සහිත පාද හතරක් ඇත,මත්ස්‍යයෙකි,පිරිමි සතා බිත්තර දරයි,ඇස් දෙකක් ඇත,0,6,
ඉන්දීය සම්භවයක් සහිත පුද්ගලයෙක් ප්‍රධාන විධායක නිලධාරියා ලෙස කටයුතු නොකරන්නේ මින් කුමන සමාගමක ද? (2023),ඇල්පබට්,මයික්‍රොසොෆ්ට්,ඇපල්,ඇඩෝබි,2,7,
බළලුන් ලවා කොස් ඇට බෑම කළ හැක්කේ බලලා කොහේ නිදාගන්න නිසාද?,කොස් ගහේ,ලිප් බොක්කේ,වංගෙඩියේ,වී අටුවේ,1,1,
එකම ශාකයක ඵල දරන්නේ මින් කුමන එළවළු යුගලය ද?,කරවිල - තුඹ කරවිල,ගෝවා - මල් ගෝවා,මුරුංගා - කතුරුමුරුංගා,කොස් - පොලොස්,3,2,
සත්වයකු විසින් අදිනු නොලැබුවේ කුමක්ද?,තිරික්කලය,බක්කි කරත්තය,රික්ෂෝව,බරබාගය,2,3,
අටපට්ටම් කූඩුවක් සෑදීමට හතරැස් පට්ටම් කීයක් අවශ්‍යද?,4,6,8,10,1,4,
මේ අතරින් ආනන්ද කුමාරස්වාමි අතින් ලියැවුණු කෘතිය කුමක්ද?,මධ්‍යකාලීන සිංහල කලා,දෙමළ බෞද්ධයා,රජරට ශිෂ්ටාචාරය සහ නිරිතදිග රාජධානි,1818 උඩරට මහ කැරැල්ල,0,5,
වර්තමාන කොළඹ අතීතයේ අයත් වූයේ කවර පාලන කලාපයකට ද?,රුහුණු රට,මායා රට,පිහිටි රට,මහ වන්නිය,1,6,
වාහන ටයර් එක ටියුබ් වෑල්වය සම්බන්ධ නිවැරදි වන්නේ කුමක්ද?,වාතය පුරවන විටත් වාතය පිට වන විටත් රත් වේ,වාතය පුරවන විටත් වාතය පිට වන විටත් සිසිල් වේ,වාතය පුරවන විට පමණක් සිසිල් වේ,වාතය පිට වන විට පමණක් සිසිල් වේ,3,7,
